# Field minima and maxima
# Time          	field           	min             	location(min)   	max             	location(max)   
38.8            	p               	0.00000000e+00	(4.90000000e+01 6.40000000e+01 0.00000000e+00)	7.10198974e+01	(5.77350269e-01 7.00000000e+00 0.00000000e+00)
38.8            	U               	(2.46270448e-02 -9.01593539e-01 0.00000000e+00)	(6.66666667e-01 1.53333333e+01 0.00000000e+00)	(1.71609460e+00 4.78703533e-01 1.56164732e-16)	(4.13553954e+01 9.60476175e+00 0.00000000e+00)
38.85           	p               	0.00000000e+00	(4.90000000e+01 6.40000000e+01 0.00000000e+00)	6.46076418e+01	(5.77350269e-01 7.00000000e+00 0.00000000e+00)
38.85           	U               	(3.90982372e-02 -8.87074303e-01 0.00000000e+00)	(6.66666667e-01 1.53333333e+01 0.00000000e+00)	(1.73201462e+00 4.81115884e-01 1.41547166e-16)	(4.13553954e+01 9.60476175e+00 0.00000000e+00)
38.9            	p               	0.00000000e+00	(4.90000000e+01 6.40000000e+01 0.00000000e+00)	5.80159034e+01	(5.77350269e-01 7.00000000e+00 0.00000000e+00)
38.9            	U               	(5.30280249e-02 -8.71830217e-01 0.00000000e+00)	(6.66666667e-01 1.53333333e+01 0.00000000e+00)	(1.74494205e+00 4.82178871e-01 1.26645629e-16)	(4.13553954e+01 9.60476175e+00 0.00000000e+00)
38.95           	p               	0.00000000e+00	(4.90000000e+01 6.40000000e+01 0.00000000e+00)	5.12312002e+01	(5.77350269e-01 7.00000000e+00 0.00000000e+00)
38.95           	U               	(6.63825909e-02 -8.55940354e-01 0.00000000e+00)	(6.66666667e-01 1.53333333e+01 0.00000000e+00)	(1.75493926e+00 4.81817230e-01 1.11336967e-16)	(4.13553954e+01 9.60476175e+00 0.00000000e+00)
39              	p               	0.00000000e+00	(4.90000000e+01 6.40000000e+01 0.00000000e+00)	4.42848753e+01	(5.77350269e-01 7.00000000e+00 0.00000000e+00)
39              	U               	(7.91279366e-02 -8.39481028e-01 0.00000000e+00)	(6.66666667e-01 1.53333333e+01 0.00000000e+00)	(1.76199691e+00 4.80048800e-01 9.57342040e-17)	(4.13553954e+01 9.60476175e+00 0.00000000e+00)
39.05           	p               	0.00000000e+00	(4.90000000e+01 6.40000000e+01 0.00000000e+00)	3.72029030e+01	(5.77350269e-01 7.00000000e+00 0.00000000e+00)
39.05           	U               	(9.12298281e-02 -8.22525011e-01 0.00000000e+00)	(6.66666667e-01 1.53333333e+01 0.00000000e+00)	(1.76603155e+00 4.76734313e-01 7.99274835e-17)	(4.13553954e+01 9.60476175e+00 0.00000000e+00)
39.1            	p               	0.00000000e+00	(4.90000000e+01 6.40000000e+01 0.00000000e+00)	2.99939867e+01	(5.77350269e-01 7.00000000e+00 0.00000000e+00)
39.1            	U               	(1.02652139e-01 -8.05139294e-01 0.00000000e+00)	(6.66666667e-01 1.53333333e+01 0.00000000e+00)	(1.76699108e+00 4.71883723e-01 6.38704457e-17)	(4.13553954e+01 9.60476175e+00 0.00000000e+00)
39.15           	p               	0.00000000e+00	(4.90000000e+01 6.40000000e+01 0.00000000e+00)	2.26893973e+01	(5.77350269e-01 7.00000000e+00 0.00000000e+00)
39.15           	U               	(1.13362994e-01 -7.87390560e-01 0.00000000e+00)	(6.66666667e-01 1.53333333e+01 0.00000000e+00)	(1.76496126e+00 4.65550218e-01 4.76516467e-17)	(4.13553954e+01 9.60476175e+00 0.00000000e+00)
39.2            	p               	-2.95161724e-02	(5.10000000e+01 6.34226497e+01 0.00000000e+00)	1.53138114e+01	(5.77350269e-01 7.00000000e+00 0.00000000e+00)
39.2            	U               	(1.23332291e-01 -7.69342180e-01 0.00000000e+00)	(6.66666667e-01 1.53333333e+01 0.00000000e+00)	(1.75994962e+00 4.57770904e-01 3.13010855e-17)	(4.13553954e+01 9.60476175e+00 0.00000000e+00)
39.25           	p               	-3.65460488e+00	(5.66148568e+01 1.19325506e+01 0.00000000e+00)	7.88762893e+00	(5.77350269e-01 7.00000000e+00 0.00000000e+00)
39.25           	U               	(1.32532104e-01 -7.51054168e-01 0.00000000e+00)	(6.66666667e-01 1.53333333e+01 0.00000000e+00)	(1.75199102e+00 4.48597762e-01 1.48390668e-17)	(4.13553954e+01 9.60476175e+00 0.00000000e+00)
39.3            	p               	-7.31545254e+00	(5.66148568e+01 1.19325506e+01 0.00000000e+00)	2.93236648e+00	(5.28725700e+01 -4.17489767e+00 0.00000000e+00)
39.3            	U               	(1.40937444e-01 -7.32583560e-01 0.00000000e+00)	(6.66666667e-01 1.53333333e+01 0.00000000e+00)	(4.11827141e-01 3.28945169e+00 3.66595064e-18)	(5.41902184e+01 8.19939337e+00 0.00000000e+00)
39.35           	p               	-1.09766931e+01	(5.66148568e+01 1.19325506e+01 0.00000000e+00)	1.50507374e-01	(4.86666667e+01 6.33333333e+01 0.00000000e+00)
39.35           	U               	(1.48525366e-01 -7.13983229e-01 0.00000000e+00)	(6.66666667e-01 1.53333333e+01 0.00000000e+00)	(1.13850284e+00 3.55434735e+00 1.81257882e-18)	(5.66148568e+01 1.19325506e+01 0.00000000e+00)
39.4            	p               	-1.47111933e+01	(2.33050583e+00 6.00000000e+00 0.00000000e+00)	8.95841994e-02	(4.86666667e+01 6.33333333e+01 0.00000000e+00)
39.4            	U               	(1.55277363e-01 -6.95304026e-01 0.00000000e+00)	(6.66666667e-01 1.53333333e+01 0.00000000e+00)	(1.14646602e+00 3.57040034e+00 2.61524912e-18)	(5.66148568e+01 1.19325506e+01 0.00000000e+00)
39.45           	p               	-2.20184955e+01	(1.15470054e+00 8.00000000e+00 0.00000000e+00)	2.87066316e-02	(4.86666667e+01 6.33333333e+01 0.00000000e+00)
39.45           	U               	(1.61179939e-01 -6.76595158e-01 0.00000000e+00)	(6.66666667e-01 1.53333333e+01 0.00000000e+00)	(1.15286974e+00 3.58256480e+00 3.41026525e-18)	(5.66148568e+01 1.19325506e+01 0.00000000e+00)
39.5            	p               	-2.92748959e+01	(5.77350269e-01 9.00000000e+00 0.00000000e+00)	0.00000000e+00	(4.90000000e+01 6.40000000e+01 0.00000000e+00)
39.5            	U               	(1.66222198e-01 -6.57901685e-01 0.00000000e+00)	(6.66666667e-01 1.53333333e+01 0.00000000e+00)	(1.15767753e+00 3.59081992e+00 4.19542279e-18)	(5.66148568e+01 1.19325506e+01 0.00000000e+00)
39.55           	p               	-3.65276256e+01	(5.77350269e-01 9.00000000e+00 0.00000000e+00)	0.00000000e+00	(4.90000000e+01 6.40000000e+01 0.00000000e+00)
39.55           	U               	(1.70398743e-01 -6.39267346e-01 0.00000000e+00)	(6.66666667e-01 1.53333333e+01 0.00000000e+00)	(1.16084360e+00 3.59511814e+00 4.96906633e-18)	(5.66148568e+01 1.19325506e+01 0.00000000e+00)
39.6            	p               	-4.36710824e+01	(5.77350269e-01 9.00000000e+00 0.00000000e+00)	0.00000000e+00	(4.90000000e+01 6.40000000e+01 0.00000000e+00)
39.6            	U               	(1.73709478e-01 -6.20734341e-01 0.00000000e+00)	(6.66666667e-01 1.53333333e+01 0.00000000e+00)	(1.16230053e+00 3.59545389e+00 5.73010492e-18)	(5.66148568e+01 1.19325506e+01 0.00000000e+00)
39.65           	p               	-5.06808076e+01	(5.77350269e-01 9.00000000e+00 0.00000000e+00)	0.00000000e+00	(4.90000000e+01 6.40000000e+01 0.00000000e+00)
39.65           	U               	(1.76167897e-01 -6.02351533e-01 0.00000000e+00)	(6.66666667e-01 1.53333333e+01 0.00000000e+00)	(1.16202490e+00 3.59189018e+00 6.47749237e-18)	(5.66148568e+01 1.19325506e+01 0.00000000e+00)
39.7            	p               	-5.75383960e+01	(5.77350269e-01 9.00000000e+00 0.00000000e+00)	0.00000000e+00	(4.90000000e+01 6.40000000e+01 0.00000000e+00)
39.7            	U               	(1.77744453e-01 -5.84118526e-01 0.00000000e+00)	(6.66666667e-01 1.53333333e+01 0.00000000e+00)	(1.16002890e+00 3.58453992e+00 7.20766928e-18)	(5.66148568e+01 1.19325506e+01 0.00000000e+00)
39.75           	p               	-6.42344087e+01	(5.77350269e-01 9.00000000e+00 0.00000000e+00)	0.00000000e+00	(4.90000000e+01 6.40000000e+01 0.00000000e+00)
39.75           	U               	(1.78420387e-01 -5.66039201e-01 0.00000000e+00)	(6.66666667e-01 1.53333333e+01 0.00000000e+00)	(1.15633160e+00 3.57353727e+00 7.92084561e-18)	(5.66148568e+01 1.19325506e+01 0.00000000e+00)
39.8            	p               	-7.07112177e+01	(5.77350269e-01 9.00000000e+00 0.00000000e+00)	0.00000000e+00	(4.90000000e+01 6.40000000e+01 0.00000000e+00)
39.8            	U               	(1.78226156e-01 -5.48159999e-01 0.00000000e+00)	(6.66666667e-01 1.53333333e+01 0.00000000e+00)	(1.15063873e+00 3.55850265e+00 8.62103317e-18)	(5.66148568e+01 1.19325506e+01 0.00000000e+00)
39.85           	p               	-7.69812198e+01	(5.77350269e-01 9.00000000e+00 0.00000000e+00)	0.00000000e+00	(4.90000000e+01 6.40000000e+01 0.00000000e+00)
39.85           	U               	(1.77195123e-01 -5.30523984e-01 0.00000000e+00)	(6.66666667e-01 1.53333333e+01 0.00000000e+00)	(1.14318134e+00 3.53975450e+00 9.29600760e-18)	(5.66148568e+01 1.19325506e+01 0.00000000e+00)
39.9            	p               	-8.30560412e+01	(5.77350269e-01 9.00000000e+00 0.00000000e+00)	0.00000000e+00	(4.90000000e+01 6.40000000e+01 0.00000000e+00)
39.9            	U               	(1.75357144e-01 -5.13164659e-01 0.00000000e+00)	(6.66666667e-01 1.53333333e+01 0.00000000e+00)	(1.13408327e+00 3.51752586e+00 9.95183006e-18)	(5.66148568e+01 1.19325506e+01 0.00000000e+00)
39.95           	p               	-8.88836034e+01	(5.77350269e-01 9.00000000e+00 0.00000000e+00)	0.00000000e+00	(4.90000000e+01 6.40000000e+01 0.00000000e+00)
39.95           	U               	(1.72697628e-01 -4.96065290e-01 0.00000000e+00)	(6.66666667e-01 1.53333333e+01 0.00000000e+00)	(1.12329656e+00 3.49182828e+00 1.05835439e-17)	(5.66148568e+01 1.19325506e+01 0.00000000e+00)
40              	p               	-9.44812601e+01	(5.77350269e-01 9.00000000e+00 0.00000000e+00)	0.00000000e+00	(4.90000000e+01 6.40000000e+01 0.00000000e+00)
40              	U               	(1.69194236e-01 -4.79195872e-01 0.00000000e+00)	(6.66666667e-01 1.53333333e+01 0.00000000e+00)	(1.11074727e+00 3.46261267e+00 1.11967511e-17)	(5.66148568e+01 1.19325506e+01 0.00000000e+00)
40.05           	p               	-9.97975954e+01	(5.77350269e-01 9.00000000e+00 0.00000000e+00)	0.00000000e+00	(4.90000000e+01 6.40000000e+01 0.00000000e+00)
40.05           	U               	(1.64823014e-01 -4.62519543e-01 0.00000000e+00)	(6.66666667e-01 1.53333333e+01 0.00000000e+00)	(1.09656561e+00 3.43008850e+00 1.17819050e-17)	(5.66148568e+01 1.19325506e+01 0.00000000e+00)
40.1            	p               	-1.04818204e+02	(5.77350269e-01 9.00000000e+00 0.00000000e+00)	0.00000000e+00	(4.90000000e+01 6.40000000e+01 0.00000000e+00)
40.1            	U               	(1.59558694e-01 -4.45993211e-01 0.00000000e+00)	(6.66666667e-01 1.53333333e+01 0.00000000e+00)	(1.08076251e+00 3.39438634e+00 1.23384483e-17)	(5.66148568e+01 1.19325506e+01 0.00000000e+00)
40.15           	p               	-1.09543029e+02	(5.77350269e-01 9.00000000e+00 0.00000000e+00)	0.00000000e+00	(4.90000000e+01 6.40000000e+01 0.00000000e+00)
40.15           	U               	(1.53378272e-01 -4.29571434e-01 0.00000000e+00)	(6.66666667e-01 1.53333333e+01 0.00000000e+00)	(1.06334863e+00 3.35563621e+00 1.28726232e-17)	(5.66148568e+01 1.19325506e+01 0.00000000e+00)
40.2            	p               	-1.13919317e+02	(5.77350269e-01 9.00000000e+00 0.00000000e+00)	0.00000000e+00	(4.90000000e+01 6.40000000e+01 0.00000000e+00)
40.2            	U               	(1.46263184e-01 -4.13208934e-01 0.00000000e+00)	(6.66666667e-01 1.53333333e+01 0.00000000e+00)	(1.04442455e+00 3.31406033e+00 1.33671734e-17)	(5.66148568e+01 1.19325506e+01 0.00000000e+00)
40.25           	p               	-1.17985111e+02	(5.77350269e-01 9.00000000e+00 0.00000000e+00)	0.00000000e+00	(4.90000000e+01 6.40000000e+01 0.00000000e+00)
40.25           	U               	(-5.65224106e-01 -3.97059000e-01 -5.65081820e-17)	(4.21842520e+01 1.89799266e+01 0.00000000e+00)	(1.02407489e+00 3.26988264e+00 1.38422629e-17)	(5.66148568e+01 1.19325506e+01 0.00000000e+00)
40.3            	p               	-1.21860837e+02	(5.77350269e-01 9.00000000e+00 0.00000000e+00)	0.00000000e+00	(4.90000000e+01 6.40000000e+01 0.00000000e+00)
40.3            	U               	(-6.23800130e-01 -4.44232844e-01 -5.81982140e-17)	(4.21842520e+01 1.89799266e+01 0.00000000e+00)	(1.00238874e+00 3.22326829e+00 1.43220939e-17)	(5.66148568e+01 1.19325506e+01 0.00000000e+00)
40.35           	p               	-1.25280384e+02	(5.77350269e-01 9.00000000e+00 0.00000000e+00)	0.00000000e+00	(4.90000000e+01 6.40000000e+01 0.00000000e+00)
40.35           	U               	(-6.83877096e-01 -4.92949834e-01 -5.95949338e-17)	(4.21842520e+01 1.89799266e+01 0.00000000e+00)	(9.79412240e-01 3.17435386e+00 1.47321583e-17)	(5.66148568e+01 1.19325506e+01 0.00000000e+00)
40.4            	p               	-1.28445832e+02	(5.77350269e-01 9.00000000e+00 0.00000000e+00)	0.00000000e+00	(4.90000000e+01 6.40000000e+01 0.00000000e+00)
40.4            	U               	(-3.63489420e-01 -4.15512338e-01 -1.01824143e-16)	(4.60597246e+01 2.23120163e+01 0.00000000e+00)	(9.55244261e-01 3.12333241e+00 1.51198158e-17)	(5.66148568e+01 1.19325506e+01 0.00000000e+00)
40.45           	p               	-1.31172710e+02	(5.77350269e-01 9.00000000e+00 0.00000000e+00)	0.00000000e+00	(4.90000000e+01 6.40000000e+01 0.00000000e+00)
40.45           	U               	(-4.10226910e-01 -4.82152856e-01 -1.03566796e-16)	(4.60597246e+01 2.23120163e+01 0.00000000e+00)	(9.30055237e-01 3.07048450e+00 1.54668281e-17)	(5.66148568e+01 1.19325506e+01 0.00000000e+00)
40.5            	p               	-1.33326441e+02	(5.77350269e-01 9.00000000e+00 0.00000000e+00)	0.00000000e+00	(4.90000000e+01 6.40000000e+01 0.00000000e+00)
40.5            	U               	(-4.57666582e-01 -5.50131604e-01 -1.04824159e-16)	(4.60597246e+01 2.23120163e+01 0.00000000e+00)	(9.03843599e-01 3.01590321e+00 1.57632852e-17)	(5.66148568e+01 1.19325506e+01 0.00000000e+00)
40.55           	p               	-1.35590073e+02	(5.77350269e-01 9.00000000e+00 0.00000000e+00)	0.00000000e+00	(4.90000000e+01 6.40000000e+01 0.00000000e+00)
40.55           	U               	(-5.05476006e-01 -6.18939217e-01 -1.06148301e-16)	(4.60597246e+01 2.23120163e+01 0.00000000e+00)	(8.76713516e-01 2.95977231e+00 1.60929886e-17)	(5.66148568e+01 1.19325506e+01 0.00000000e+00)
40.6            	p               	-1.37354998e+02	(5.77350269e-01 9.00000000e+00 0.00000000e+00)	0.00000000e+00	(4.90000000e+01 6.40000000e+01 0.00000000e+00)
40.6            	U               	(-5.53361536e-01 -6.88544191e-01 -1.07069540e-16)	(4.60597246e+01 2.23120163e+01 0.00000000e+00)	(8.48870756e-01 2.90237871e+00 1.63549193e-17)	(5.66148568e+01 1.19325506e+01 0.00000000e+00)
40.65           	p               	-1.38646405e+02	(5.77350269e-01 9.00000000e+00 0.00000000e+00)	0.00000000e+00	(4.90000000e+01 6.40000000e+01 0.00000000e+00)
40.65           	U               	(-6.02313031e-01 -7.58751953e-01 -1.07592549e-16)	(4.60597246e+01 2.23120163e+01 0.00000000e+00)	(8.20112379e-01 2.84362156e+00 1.65528327e-17)	(5.66148568e+01 1.19325506e+01 0.00000000e+00)
40.7            	p               	-1.39806451e+02	(5.77350269e-01 7.00000000e+00 0.00000000e+00)	0.00000000e+00	(4.90000000e+01 6.40000000e+01 0.00000000e+00)
40.7            	U               	(-6.51740450e-01 -8.27504465e-01 -1.07765220e-16)	(4.60597246e+01 2.23120163e+01 0.00000000e+00)	(7.93371460e-01 2.79154611e+00 2.56579590e-17)	(5.62552201e+01 1.32500711e+01 0.00000000e+00)
40.75           	p               	-1.40320866e+02	(5.77350269e-01 9.00000000e+00 0.00000000e+00)	0.00000000e+00	(4.90000000e+01 6.40000000e+01 0.00000000e+00)
40.75           	U               	(-6.97495704e-01 -8.98588804e-01 -1.08146870e-16)	(4.60597246e+01 2.23120163e+01 0.00000000e+00)	(7.60306896e-01 2.72303074e+00 1.68757074e-17)	(5.66148568e+01 1.19325506e+01 0.00000000e+00)
40.8            	p               	-1.40307606e+02	(5.77350269e-01 9.00000000e+00 0.00000000e+00)	0.00000000e+00	(4.90000000e+01 6.40000000e+01 0.00000000e+00)
40.8            	U               	(-7.45113503e-01 -9.70782817e-01 -1.08027777e-16)	(4.60597246e+01 2.23120163e+01 0.00000000e+00)	(7.29310206e-01 2.66126589e+00 1.70293490e-17)	(5.66148568e+01 1.19325506e+01 0.00000000e+00)
40.85           	p               	-1.40507881e+02	(5.77350269e-01 9.00000000e+00 0.00000000e+00)	0.00000000e+00	(4.90000000e+01 6.40000000e+01 0.00000000e+00)
40.85           	U               	(-7.92871758e-01 -1.04330854e+00 -1.07646055e-16)	(4.60597246e+01 2.23120163e+01 0.00000000e+00)	(3.51907385e-04 3.10461293e+00 1.58041228e-16)	(5.47829079e+01 2.84919450e+00 0.00000000e+00)
40.9            	p               	-1.40925071e+02	(5.77350269e-01 7.00000000e+00 0.00000000e+00)	0.00000000e+00	(4.90000000e+01 6.40000000e+01 0.00000000e+00)
40.9            	U               	(-8.41599160e-01 -1.11736929e+00 -1.06927598e-16)	(4.60597246e+01 2.23120163e+01 0.00000000e+00)	(-1.11903450e-04 3.10450277e+00 1.58012486e-16)	(5.47829079e+01 2.84919450e+00 0.00000000e+00)
40.95           	p               	-1.40136825e+02	(5.77350269e-01 7.00000000e+00 0.00000000e+00)	0.00000000e+00	(4.90000000e+01 6.40000000e+01 0.00000000e+00)
40.95           	U               	(-8.89166914e-01 -1.18969341e+00 -1.06327461e-16)	(4.60597246e+01 2.23120163e+01 0.00000000e+00)	(-5.81550325e-04 3.10438553e+00 1.57750328e-16)	(5.47829079e+01 2.84919450e+00 0.00000000e+00)
41              	p               	-1.39187235e+02	(5.77350269e-01 7.00000000e+00 0.00000000e+00)	0.00000000e+00	(4.90000000e+01 6.40000000e+01 0.00000000e+00)
41              	U               	(-9.36008881e-01 -1.26218920e+00 -1.05041941e-16)	(4.60597246e+01 2.23120163e+01 0.00000000e+00)	(-1.03670035e-03 3.10426288e+00 1.56732453e-16)	(5.47829079e+01 2.84919450e+00 0.00000000e+00)
41.05           	p               	-1.38577590e+02	(5.77350269e-01 1.10000000e+01 0.00000000e+00)	0.00000000e+00	(4.90000000e+01 6.40000000e+01 0.00000000e+00)
41.05           	U               	(-9.82531697e-01 -1.33447853e+00 -1.03732012e-16)	(4.60597246e+01 2.23120163e+01 0.00000000e+00)	(-1.48268798e-03 3.10413823e+00 1.55580894e-16)	(5.47829079e+01 2.84919450e+00 0.00000000e+00)
41.1            	p               	-1.38168193e+02	(5.77350269e-01 7.00000000e+00 0.00000000e+00)	0.00000000e+00	(4.90000000e+01 6.40000000e+01 0.00000000e+00)
41.1            	U               	(-1.02842178e+00 -1.40600787e+00 -1.02319550e-16)	(4.60597246e+01 2.23120163e+01 0.00000000e+00)	(-1.90284589e-03 3.10401112e+00 1.54067638e-16)	(5.47829079e+01 2.84919450e+00 0.00000000e+00)
41.15           	p               	-1.36190601e+02	(5.77350269e-01 7.00000000e+00 0.00000000e+00)	0.00000000e+00	(4.90000000e+01 6.40000000e+01 0.00000000e+00)
41.15           	U               	(-1.07311270e+00 -1.47633866e+00 -1.00543073e-16)	(4.60597246e+01 2.23120163e+01 0.00000000e+00)	(-2.30847704e-03 3.10388545e+00 1.51915063e-16)	(5.47829079e+01 2.84919450e+00 0.00000000e+00)
41.2            	p               	-1.34262530e+02	(5.77350269e-01 7.00000000e+00 0.00000000e+00)	0.00000000e+00	(4.90000000e+01 6.40000000e+01 0.00000000e+00)
41.2            	U               	(-1.11772559e+00 -1.54730219e+00 -9.90033428e-17)	(4.60597246e+01 2.23120163e+01 0.00000000e+00)	(-2.70593125e-03 3.10376401e+00 1.50386082e-16)	(5.47829079e+01 2.84919450e+00 0.00000000e+00)
41.25           	p               	-1.31980953e+02	(5.77350269e-01 7.00000000e+00 0.00000000e+00)	0.00000000e+00	(4.90000000e+01 6.40000000e+01 0.00000000e+00)
41.25           	U               	(-1.16133930e+00 -1.61743792e+00 -9.68140187e-17)	(4.60597246e+01 2.23120163e+01 0.00000000e+00)	(-3.08779398e-03 3.10364749e+00 1.47755292e-16)	(5.47829079e+01 2.84919450e+00 0.00000000e+00)
41.3            	p               	-1.29059238e+02	(5.77350269e-01 7.00000000e+00 0.00000000e+00)	0.00000000e+00	(4.90000000e+01 6.40000000e+01 0.00000000e+00)
41.3            	U               	(-1.20363638e+00 -1.68482149e+00 -9.38657567e-17)	(4.60597246e+01 2.23120163e+01 0.00000000e+00)	(-3.45328731e-03 3.10353729e+00 1.44161813e-16)	(5.47829079e+01 2.84919450e+00 0.00000000e+00)
41.35           	p               	-1.26376425e+02	(5.77350269e-01 7.00000000e+00 0.00000000e+00)	0.00000000e+00	(4.90000000e+01 6.40000000e+01 0.00000000e+00)
41.35           	U               	(-1.24450109e+00 -1.75048411e+00 -9.15407442e-17)	(4.60597246e+01 2.23120163e+01 0.00000000e+00)	(-3.80087404e-03 3.10343584e+00 1.40944547e-16)	(5.47829079e+01 2.84919450e+00 0.00000000e+00)
41.4            	p               	-1.23047192e+02	(5.77350269e-01 7.00000000e+00 0.00000000e+00)	0.00000000e+00	(4.90000000e+01 6.40000000e+01 0.00000000e+00)
41.4            	U               	(-1.28380110e+00 -1.81415628e+00 -8.84161375e-17)	(4.60597246e+01 2.23120163e+01 0.00000000e+00)	(-4.13972209e-03 3.10333483e+00 1.36987553e-16)	(5.47829079e+01 2.84919450e+00 0.00000000e+00)
41.45           	p               	-1.20005101e+02	(5.77350269e-01 7.00000000e+00 0.00000000e+00)	0.00000000e+00	(4.90000000e+01 6.40000000e+01 0.00000000e+00)
41.45           	U               	(-1.32186568e+00 -1.87589916e+00 -8.60400722e-17)	(4.60597246e+01 2.23120163e+01 0.00000000e+00)	(-4.45587439e-03 3.10323764e+00 1.33850852e-16)	(5.47829079e+01 2.84919450e+00 0.00000000e+00)
41.5            	p               	-1.16423948e+02	(5.77350269e-01 7.00000000e+00 0.00000000e+00)	0.00000000e+00	(4.90000000e+01 6.40000000e+01 0.00000000e+00)
41.5            	U               	(-1.35870920e+00 -1.93600923e+00 -8.30195149e-17)	(4.60597246e+01 2.23120163e+01 0.00000000e+00)	(-4.76296336e-03 3.10314966e+00 1.29740830e-16)	(5.47829079e+01 2.84919450e+00 0.00000000e+00)
41.55           	p               	-1.12461687e+02	(5.77350269e-01 7.00000000e+00 0.00000000e+00)	0.00000000e+00	(4.90000000e+01 6.40000000e+01 0.00000000e+00)
41.55           	U               	(-7.96965421e-01 -3.88939066e-01 -4.05812288e-16)	(2.57735027e+00 1.00000000e+00 0.00000000e+00)	(-5.06253485e-03 3.10306855e+00 1.25177803e-16)	(5.47829079e+01 2.84919450e+00 0.00000000e+00)
41.6            	p               	-1.08626895e+02	(5.77350269e-01 7.00000000e+00 0.00000000e+00)	0.00000000e+00	(4.90000000e+01 6.40000000e+01 0.00000000e+00)
41.6            	U               	(-8.37022476e-01 -3.87185128e-01 -3.91140205e-16)	(2.57735027e+00 1.00000000e+00 0.00000000e+00)	(-5.35093521e-03 3.10299461e+00 1.21373464e-16)	(5.47829079e+01 2.84919450e+00 0.00000000e+00)
41.65           	p               	-1.04002746e+02	(5.77350269e-01 7.00000000e+00 0.00000000e+00)	0.00000000e+00	(4.90000000e+01 6.40000000e+01 0.00000000e+00)
41.65           	U               	(-8.76193179e-01 -3.83656020e-01 -3.73312141e-16)	(2.57735027e+00 1.00000000e+00 0.00000000e+00)	(-5.62425156e-03 3.10293129e+00 1.15951867e-16)	(5.47829079e+01 2.84919450e+00 0.00000000e+00)
41.7            	p               	-9.89542128e+01	(5.77350269e-01 7.00000000e+00 0.00000000e+00)	0.00000000e+00	(4.90000000e+01 6.40000000e+01 0.00000000e+00)
41.7            	U               	(-9.14350648e-01 -3.78299258e-01 -3.54193277e-16)	(2.57735027e+00 1.00000000e+00 0.00000000e+00)	(-5.88285290e-03 3.10287805e+00 1.10191825e-16)	(5.47829079e+01 2.84919450e+00 0.00000000e+00)
41.75           	p               	-9.41873723e+01	(5.77350269e-01 7.00000000e+00 0.00000000e+00)	0.00000000e+00	(4.90000000e+01 6.40000000e+01 0.00000000e+00)
41.75           	U               	(-9.51565192e-01 -3.71143346e-01 -3.36269446e-16)	(2.57735027e+00 1.00000000e+00 0.00000000e+00)	(-6.12626764e-03 3.10283504e+00 1.05251633e-16)	(5.47829079e+01 2.84919450e+00 0.00000000e+00)
41.8            	p               	-8.89986365e+01	(5.77350269e-01 7.00000000e+00 0.00000000e+00)	0.00000000e+00	(4.90000000e+01 6.40000000e+01 0.00000000e+00)
41.8            	U               	(-1.54684600e+00 -2.24872741e+00 -6.24508268e-17)	(4.60597246e+01 2.23120163e+01 0.00000000e+00)	(-6.35308112e-03 3.10280207e+00 9.96359506e-17)	(5.47829079e+01 2.84919450e+00 0.00000000e+00)
41.85           	p               	-8.36414605e+01	(5.77350269e-01 7.00000000e+00 0.00000000e+00)	0.00000000e+00	(4.90000000e+01 6.40000000e+01 0.00000000e+00)
41.85           	U               	(-1.57188983e+00 -2.29163514e+00 -5.86921813e-17)	(4.60597246e+01 2.23120163e+01 0.00000000e+00)	(-6.56004687e-03 3.10277860e+00 9.38874428e-17)	(5.47829079e+01 2.84919450e+00 0.00000000e+00)
41.9            	p               	-7.79033002e+01	(5.77350269e-01 7.00000000e+00 0.00000000e+00)	0.00000000e+00	(4.90000000e+01 6.40000000e+01 0.00000000e+00)
41.9            	U               	(-1.59511191e+00 -2.33165384e+00 -5.45829841e-17)	(4.60597246e+01 2.23120163e+01 0.00000000e+00)	(-6.74929468e-03 3.10276507e+00 8.76279319e-17)	(5.47829079e+01 2.84919450e+00 0.00000000e+00)
41.95           	p               	-7.19414784e+01	(5.77350269e-01 7.00000000e+00 0.00000000e+00)	0.00000000e+00	(4.90000000e+01 6.40000000e+01 0.00000000e+00)
41.95           	U               	(-1.61631106e+00 -2.36860718e+00 -5.04093231e-17)	(4.60597246e+01 2.23120163e+01 0.00000000e+00)	(-6.92045113e-03 3.10276120e+00 8.12053640e-17)	(5.47829079e+01 2.84919450e+00 0.00000000e+00)
42              	p               	-6.57009687e+01	(5.77350269e-01 7.00000000e+00 0.00000000e+00)	0.00000000e+00	(4.90000000e+01 6.40000000e+01 0.00000000e+00)
42              	U               	(-1.63538355e+00 -2.40226055e+00 -4.60286564e-17)	(4.60597246e+01 2.23120163e+01 0.00000000e+00)	(-7.07662942e-03 3.10276677e+00 7.44168476e-17)	(5.47829079e+01 2.84919450e+00 0.00000000e+00)
42.05           	p               	-5.93291833e+01	(5.77350269e-01 7.00000000e+00 0.00000000e+00)	0.00000000e+00	(4.90000000e+01 6.40000000e+01 0.00000000e+00)
42.05           	U               	(-1.65237833e+00 -2.43264264e+00 -4.15972719e-17)	(4.60597246e+01 2.23120163e+01 0.00000000e+00)	(-7.21486839e-03 3.10278111e+00 6.75540053e-17)	(5.47829079e+01 2.84919450e+00 0.00000000e+00)
