# Field minima and maxima
# Time          	field           	min             	location(min)   	max             	location(max)   
42.1            	p               	-5.27702098e+01	(5.77350269e-01 7.00000000e+00 0.00000000e+00)	0.00000000e+00	(4.90000000e+01 6.40000000e+01 0.00000000e+00)
42.1            	U               	(-1.66728296e+00 -2.45970783e+00 -3.70610087e-17)	(4.60597246e+01 2.23120163e+01 0.00000000e+00)	(-7.33376222e-03 3.10280384e+00 6.04694564e-17)	(5.47829079e+01 2.84919450e+00 0.00000000e+00)
42.15           	p               	-4.61995058e+01	(5.77350269e-01 7.00000000e+00 0.00000000e+00)	0.00000000e+00	(4.90000000e+01 6.40000000e+01 0.00000000e+00)
42.15           	U               	(-1.68000696e+00 -2.48332653e+00 -3.26727079e-17)	(4.60597246e+01 2.23120163e+01 0.00000000e+00)	(-7.43340539e-03 3.10283480e+00 5.35405707e-17)	(5.47829079e+01 2.84919450e+00 0.00000000e+00)
42.2            	p               	-3.94737249e+01	(5.77350269e-01 7.00000000e+00 0.00000000e+00)	0.00000000e+00	(4.90000000e+01 6.40000000e+01 0.00000000e+00)
42.2            	U               	(-1.69057599e+00 -2.50352483e+00 -2.81748256e-17)	(4.60597246e+01 2.23120163e+01 0.00000000e+00)	(-7.51180575e-03 3.10287320e+00 4.64152716e-17)	(5.47829079e+01 2.84919450e+00 0.00000000e+00)
42.25           	p               	-3.25183459e+01	(5.77350269e-01 5.00000000e+00 0.00000000e+00)	0.00000000e+00	(4.90000000e+01 6.40000000e+01 0.00000000e+00)
42.25           	U               	(-1.69901590e+00 -2.52025623e+00 -2.34191166e-17)	(4.60597246e+01 2.23120163e+01 0.00000000e+00)	(-7.56986654e-03 3.10291881e+00 3.89317901e-17)	(5.47829079e+01 2.84919450e+00 0.00000000e+00)
42.3            	p               	-2.55134781e+01	(5.77350269e-01 5.00000000e+00 0.00000000e+00)	0.00000000e+00	(4.90000000e+01 6.40000000e+01 0.00000000e+00)
42.3            	U               	(-1.70526805e+00 -2.53346056e+00 -1.86139356e-17)	(4.60597246e+01 2.23120163e+01 0.00000000e+00)	(-7.60668677e-03 3.10297119e+00 3.13010896e-17)	(5.47829079e+01 2.84919450e+00 0.00000000e+00)
42.35           	p               	-1.84884526e+01	(5.77350269e-01 5.00000000e+00 0.00000000e+00)	0.00000000e+00	(4.90000000e+01 6.40000000e+01 0.00000000e+00)
42.35           	U               	(-1.70933012e+00 -2.54309162e+00 -1.38460826e-17)	(4.60597246e+01 2.23120163e+01 0.00000000e+00)	(-7.62124518e-03 3.10302964e+00 2.36903437e-17)	(5.47829079e+01 2.84919450e+00 0.00000000e+00)
42.4            	p               	-1.14194276e+01	(5.77350269e-01 5.00000000e+00 0.00000000e+00)	4.14639178e-02	(6.14701024e+01 6.30962628e+01 0.00000000e+00)
42.4            	U               	(-1.71121330e+00 -2.54915086e+00 -9.06016664e-18)	(4.60597246e+01 2.23120163e+01 0.00000000e+00)	(-7.61392199e-03 3.10309408e+00 1.60566626e-17)	(5.47829079e+01 2.84919450e+00 0.00000000e+00)
42.45           	p               	-6.22203470e+00	(5.21582257e+01 8.02913971e+00 0.00000000e+00)	3.90073558e-01	(5.05208357e+01 2.97328160e+01 0.00000000e+00)
42.45           	U               	(-1.71089157e+00 -2.55160199e+00 -4.24980688e-18)	(4.60597246e+01 2.23120163e+01 0.00000000e+00)	(-7.58345364e-03 3.10316399e+00 8.36027794e-18)	(5.47829079e+01 2.84919450e+00 0.00000000e+00)
42.5            	p               	-2.56048399e+00	(5.21582257e+01 8.02913971e+00 0.00000000e+00)	5.55143116e+00	(1.15470054e+00 8.00000000e+00 0.00000000e+00)
42.5            	U               	(-1.56102753e+00 -2.65042146e+00 -4.90217181e-20)	(4.61497648e+01 2.34605128e+01 0.00000000e+00)	(5.05784845e-01 -3.70260520e-01 2.06195651e-18)	(5.19008565e+01 7.36117746e+00 0.00000000e+00)
42.55           	p               	-7.19874599e-02	(6.33333321e+01 6.34022001e+01 0.00000000e+00)	1.27335225e+01	(1.15470054e+00 8.00000000e+00 0.00000000e+00)
42.55           	U               	(-1.55553970e+00 -2.64278003e+00 -2.55123419e-18)	(4.61497648e+01 2.34605128e+01 0.00000000e+00)	(1.40587362e-02 2.94366859e+00 3.78921719e-18)	(5.31690764e+01 2.00691960e+00 0.00000000e+00)
42.6            	p               	-3.83565840e-02	(6.33333321e+01 6.34022001e+01 0.00000000e+00)	1.98666319e+01	(1.15470054e+00 8.00000000e+00 0.00000000e+00)
42.6            	U               	(-1.54806695e+00 -2.63100346e+00 -5.03126564e-18)	(4.61497648e+01 2.34605128e+01 0.00000000e+00)	(1.41047350e-02 2.94357648e+00 7.83085672e-18)	(5.31690764e+01 2.00691960e+00 0.00000000e+00)
42.65           	p               	-4.58600529e-03	(6.33333321e+01 6.34022001e+01 0.00000000e+00)	2.69098895e+01	(1.15470054e+00 8.00000000e+00 0.00000000e+00)
42.65           	U               	(-1.53869379e+00 -2.61521956e+00 -7.48212943e-18)	(4.61497648e+01 2.34605128e+01 0.00000000e+00)	(1.41578374e-02 2.94347268e+00 1.18061812e-17)	(5.31690764e+01 2.00691960e+00 0.00000000e+00)
42.7            	p               	0.00000000e+00	(4.90000000e+01 6.40000000e+01 0.00000000e+00)	3.38033021e+01	(1.15470054e+00 8.00000000e+00 0.00000000e+00)
42.7            	U               	(-1.52742475e+00 -2.59542092e+00 -9.85363028e-18)	(4.61497648e+01 2.34605128e+01 0.00000000e+00)	(1.42190891e-02 2.94335576e+00 1.56559041e-17)	(5.31690764e+01 2.00691960e+00 0.00000000e+00)
42.75           	p               	0.00000000e+00	(4.90000000e+01 6.40000000e+01 0.00000000e+00)	4.06439709e+01	(1.15470054e+00 8.00000000e+00 0.00000000e+00)
42.75           	U               	(-1.51429269e+00 -2.57167887e+00 -1.22454167e-17)	(4.61497648e+01 2.34605128e+01 0.00000000e+00)	(1.42863752e-02 2.94322939e+00 1.95258380e-17)	(5.31690764e+01 2.00691960e+00 0.00000000e+00)
42.8            	p               	0.00000000e+00	(4.90000000e+01 6.40000000e+01 0.00000000e+00)	4.73723309e+01	(1.15470054e+00 8.00000000e+00 0.00000000e+00)
42.8            	U               	(-1.49932943e+00 -2.54408909e+00 -1.46141846e-17)	(4.61497648e+01 2.34605128e+01 0.00000000e+00)	(1.43592958e-02 2.94309461e+00 2.33548807e-17)	(5.31690764e+01 2.00691960e+00 0.00000000e+00)
42.85           	p               	0.00000000e+00	(4.90000000e+01 6.40000000e+01 0.00000000e+00)	5.40507564e+01	(1.15470054e+00 8.00000000e+00 0.00000000e+00)
42.85           	U               	(-1.48253834e+00 -2.51261181e+00 -1.70171709e-17)	(4.61497648e+01 2.34605128e+01 0.00000000e+00)	(1.44405509e-02 2.94294759e+00 2.72033560e-17)	(5.31690764e+01 2.00691960e+00 0.00000000e+00)
42.9            	p               	0.00000000e+00	(4.90000000e+01 6.40000000e+01 0.00000000e+00)	6.05342004e+01	(1.15470054e+00 8.00000000e+00 0.00000000e+00)
42.9            	U               	(-1.46404251e+00 -2.47752760e+00 -1.93649378e-17)	(4.61497648e+01 2.34605128e+01 0.00000000e+00)	(1.45200814e-02 2.94280034e+00 3.09198460e-17)	(5.31690764e+01 2.00691960e+00 0.00000000e+00)
42.95           	p               	0.00000000e+00	(4.90000000e+01 6.40000000e+01 0.00000000e+00)	6.68889511e+01	(1.15470054e+00 8.00000000e+00 0.00000000e+00)
42.95           	U               	(-1.44370865e+00 -2.43865997e+00 -2.16861955e-17)	(4.61497648e+01 2.34605128e+01 0.00000000e+00)	(1.46026597e-02 2.94264758e+00 3.46080877e-17)	(5.31690764e+01 2.00691960e+00 0.00000000e+00)
43              	p               	0.00000000e+00	(4.90000000e+01 6.40000000e+01 0.00000000e+00)	7.29556976e+01	(1.15470054e+00 8.00000000e+00 0.00000000e+00)
43              	U               	(-1.42164330e+00 -2.39623016e+00 -2.38913141e-17)	(4.61497648e+01 2.34605128e+01 0.00000000e+00)	(1.46888763e-02 2.94248872e+00 3.80985721e-17)	(5.31690764e+01 2.00691960e+00 0.00000000e+00)
43.05           	p               	0.00000000e+00	(4.90000000e+01 6.40000000e+01 0.00000000e+00)	7.87912051e+01	(1.15470054e+00 8.00000000e+00 0.00000000e+00)
43.05           	U               	(-1.39787647e+00 -2.35033123e+00 -2.60308184e-17)	(4.61497648e+01 2.34605128e+01 0.00000000e+00)	(1.47706954e-02 2.94233275e+00 4.14583380e-17)	(5.31690764e+01 2.00691960e+00 0.00000000e+00)
43.1            	p               	0.00000000e+00	(4.90000000e+01 6.40000000e+01 0.00000000e+00)	8.44652907e+01	(1.15470054e+00 8.00000000e+00 0.00000000e+00)
43.1            	U               	(-1.65450947e+00 -2.30737825e+00 -4.36656579e-17)	(4.50200774e+01 2.18157452e+01 0.00000000e+00)	(1.48633490e-02 2.94215974e+00 4.48038798e-17)	(5.31690764e+01 2.00691960e+00 0.00000000e+00)
43.15           	p               	0.00000000e+00	(4.90000000e+01 6.40000000e+01 0.00000000e+00)	8.98065502e+01	(1.15470054e+00 8.00000000e+00 0.00000000e+00)
43.15           	U               	(-1.62158344e+00 -2.26353770e+00 -4.67774455e-17)	(4.50200774e+01 2.18157452e+01 0.00000000e+00)	(-3.14892106e-03 3.12197105e+00 9.09199054e-17)	(5.41369858e+01 4.00464806e+00 0.00000000e+00)
43.2            	p               	0.00000000e+00	(4.90000000e+01 6.40000000e+01 0.00000000e+00)	9.50072132e+01	(1.15470054e+00 8.00000000e+00 0.00000000e+00)
43.2            	U               	(-1.58699253e+00 -2.21706718e+00 -4.99173587e-17)	(4.50200774e+01 2.18157452e+01 0.00000000e+00)	(-2.30939941e-03 3.12208499e+00 9.66299693e-17)	(5.41369858e+01 4.00464806e+00 0.00000000e+00)
43.25           	p               	0.00000000e+00	(4.90000000e+01 6.40000000e+01 0.00000000e+00)	9.96570258e+01	(1.15470054e+00 8.00000000e+00 0.00000000e+00)
43.25           	U               	(-1.55054752e+00 -2.16770008e+00 -5.26992953e-17)	(4.50200774e+01 2.18157452e+01 0.00000000e+00)	(-1.41379175e-03 3.12219442e+00 1.01836950e-16)	(5.41369858e+01 4.00464806e+00 0.00000000e+00)
43.3            	p               	0.00000000e+00	(4.90000000e+01 6.40000000e+01 0.00000000e+00)	1.03934670e+02	(1.15470054e+00 8.00000000e+00 0.00000000e+00)
43.3            	U               	(-1.51276612e+00 -2.11610353e+00 -5.56178872e-17)	(4.50200774e+01 2.18157452e+01 0.00000000e+00)	(-4.62519062e-04 3.12229999e+00 1.07255329e-16)	(5.41369858e+01 4.00464806e+00 0.00000000e+00)
43.35           	p               	0.00000000e+00	(4.90000000e+01 6.40000000e+01 0.00000000e+00)	1.07894493e+02	(1.15470054e+00 8.00000000e+00 0.00000000e+00)
43.35           	U               	(-1.47384938e+00 -2.06252214e+00 -5.83502139e-17)	(4.50200774e+01 2.18157452e+01 0.00000000e+00)	(5.35021914e-04 3.12239884e+00 1.12205925e-16)	(5.41369858e+01 4.00464806e+00 0.00000000e+00)
43.4            	p               	0.00000000e+00	(4.90000000e+01 6.40000000e+01 0.00000000e+00)	1.11712688e+02	(1.15470054e+00 8.00000000e+00 0.00000000e+00)
43.4            	U               	(-1.43278762e+00 -2.00584864e+00 -6.08114312e-17)	(4.50200774e+01 2.18157452e+01 0.00000000e+00)	(1.56521174e-03 3.12248764e+00 1.16798255e-16)	(5.41369858e+01 4.00464806e+00 0.00000000e+00)
43.45           	p               	0.00000000e+00	(4.90000000e+01 6.40000000e+01 0.00000000e+00)	1.15087176e+02	(5.77350269e-01 7.00000000e+00 0.00000000e+00)
43.45           	U               	(-1.38996485e+00 -1.94659359e+00 -6.34713296e-17)	(4.50200774e+01 2.18157452e+01 0.00000000e+00)	(2.64873754e-03 3.12257681e+00 1.21508816e-16)	(5.41369858e+01 4.00464806e+00 0.00000000e+00)
43.5            	p               	0.00000000e+00	(4.90000000e+01 6.40000000e+01 0.00000000e+00)	1.18130534e+02	(5.77350269e-01 9.00000000e+00 0.00000000e+00)
43.5            	U               	(-1.34606778e+00 -1.88558186e+00 -6.55712232e-17)	(4.50200774e+01 2.18157452e+01 0.00000000e+00)	(3.76531466e-03 3.12265967e+00 1.25083854e-16)	(5.41369858e+01 4.00464806e+00 0.00000000e+00)
43.55           	p               	0.00000000e+00	(4.90000000e+01 6.40000000e+01 0.00000000e+00)	1.21389728e+02	(5.77350269e-01 9.00000000e+00 0.00000000e+00)
43.55           	U               	(-1.30109221e+00 -1.82280800e+00 -6.80711925e-17)	(4.50200774e+01 2.18157452e+01 0.00000000e+00)	(4.93414688e-03 3.12274506e+00 1.29412212e-16)	(5.41369858e+01 4.00464806e+00 0.00000000e+00)
43.6            	p               	0.00000000e+00	(4.90000000e+01 6.40000000e+01 0.00000000e+00)	1.24358290e+02	(5.77350269e-01 9.00000000e+00 0.00000000e+00)
43.6            	U               	(-1.25495469e+00 -1.75819381e+00 -7.02385375e-17)	(4.50200774e+01 2.18157452e+01 0.00000000e+00)	(6.06726012e-03 3.12279060e+00 1.33078239e-16)	(5.41369858e+01 4.00464806e+00 0.00000000e+00)
43.65           	p               	0.00000000e+00	(4.90000000e+01 6.40000000e+01 0.00000000e+00)	1.27066217e+02	(5.77350269e-01 9.00000000e+00 0.00000000e+00)
43.65           	U               	(-1.20773905e+00 -1.69187194e+00 -7.22093453e-17)	(4.50200774e+01 2.18157452e+01 0.00000000e+00)	(7.20411298e-03 3.12282160e+00 1.36239471e-16)	(5.41369858e+01 4.00464806e+00 0.00000000e+00)
43.7            	p               	0.00000000e+00	(4.90000000e+01 6.40000000e+01 0.00000000e+00)	1.29716250e+02	(5.77350269e-01 9.00000000e+00 0.00000000e+00)
43.7            	U               	(-1.15924528e+00 -1.62366877e+00 -7.40176666e-17)	(4.50200774e+01 2.18157452e+01 0.00000000e+00)	(3.73950537e-01 2.71938915e-02 1.48854030e-16)	(3.34857373e+00 9.00000000e+00 0.00000000e+00)
43.75           	p               	0.00000000e+00	(4.90000000e+01 6.40000000e+01 0.00000000e+00)	1.32220862e+02	(5.77350269e-01 9.00000000e+00 0.00000000e+00)
43.75           	U               	(-1.10986017e+00 -1.55411936e+00 -7.57695115e-17)	(4.50200774e+01 2.18157452e+01 0.00000000e+00)	(4.49043206e-01 3.35009443e-02 1.51108433e-16)	(3.34857373e+00 9.00000000e+00 0.00000000e+00)
43.8            	p               	0.00000000e+00	(4.90000000e+01 6.40000000e+01 0.00000000e+00)	1.33804101e+02	(5.77350269e-01 9.00000000e+00 0.00000000e+00)
43.8            	U               	(-1.05974989e+00 -1.48347859e+00 -7.72901437e-17)	(4.50200774e+01 2.18157452e+01 0.00000000e+00)	(5.26048396e-01 3.95519391e-02 1.52286000e-16)	(3.34857373e+00 9.00000000e+00 0.00000000e+00)
43.85           	p               	0.00000000e+00	(4.90000000e+01 6.40000000e+01 0.00000000e+00)	1.35244519e+02	(5.77350269e-01 9.00000000e+00 0.00000000e+00)
43.85           	U               	(-1.00917675e+00 -1.41211645e+00 -7.84733295e-17)	(4.50200774e+01 2.18157452e+01 0.00000000e+00)	(6.04842969e-01 4.50953608e-02 1.53251934e-16)	(3.34857373e+00 9.00000000e+00 0.00000000e+00)
43.9            	p               	0.00000000e+00	(4.90000000e+01 6.40000000e+01 0.00000000e+00)	1.36488849e+02	(5.77350269e-01 9.00000000e+00 0.00000000e+00)
43.9            	U               	(-9.58113731e-01 -1.34002823e+00 -7.95080113e-17)	(4.50200774e+01 2.18157452e+01 0.00000000e+00)	(6.85862908e-01 5.00445250e-02 1.53936696e-16)	(3.34857373e+00 9.00000000e+00 0.00000000e+00)
43.95           	p               	0.00000000e+00	(4.90000000e+01 6.40000000e+01 0.00000000e+00)	1.37378724e+02	(5.77350269e-01 9.00000000e+00 0.00000000e+00)
43.95           	U               	(-9.06630457e-01 -1.26734835e+00 -8.05593848e-17)	(4.50200774e+01 2.18157452e+01 0.00000000e+00)	(7.65847615e-01 5.43287054e-02 1.54257512e-16)	(3.34857373e+00 9.00000000e+00 0.00000000e+00)
44              	p               	0.00000000e+00	(4.90000000e+01 6.40000000e+01 0.00000000e+00)	1.37980501e+02	(5.77350269e-01 9.00000000e+00 0.00000000e+00)
44              	U               	(-8.56133986e-01 -1.19581790e+00 -8.11039935e-17)	(4.50200774e+01 2.18157452e+01 0.00000000e+00)	(8.41951934e-01 5.83885537e-02 1.54350584e-16)	(3.34857373e+00 9.00000000e+00 0.00000000e+00)
44.05           	p               	0.00000000e+00	(4.90000000e+01 6.40000000e+01 0.00000000e+00)	1.38023615e+02	(5.77350269e-01 9.00000000e+00 0.00000000e+00)
44.05           	U               	(-8.05918298e-01 -1.12450940e+00 -8.15612188e-17)	(4.50200774e+01 2.18157452e+01 0.00000000e+00)	(8.39701623e-01 1.94326297e-01 3.28381836e-16)	(4.13553954e+01 9.60476175e+00 0.00000000e+00)
44.1            	p               	0.00000000e+00	(4.90000000e+01 6.40000000e+01 0.00000000e+00)	1.37722859e+02	(5.77350269e-01 9.00000000e+00 0.00000000e+00)
44.1            	U               	(-7.56283963e-01 -1.05375019e+00 -8.19291945e-17)	(4.50200774e+01 2.18157452e+01 0.00000000e+00)	(9.03428861e-01 2.28936029e-01 3.26578925e-16)	(4.13553954e+01 9.60476175e+00 0.00000000e+00)
44.15           	p               	0.00000000e+00	(4.90000000e+01 6.40000000e+01 0.00000000e+00)	1.37641214e+02	(5.77350269e-01 9.00000000e+00 0.00000000e+00)
44.15           	U               	(-2.73735089e-01 -9.83658730e-01 0.00000000e+00)	(6.66666667e-01 1.53333333e+01 0.00000000e+00)	(9.64975595e-01 2.61976451e-01 3.24606900e-16)	(4.13553954e+01 9.60476175e+00 0.00000000e+00)
44.2            	p               	0.00000000e+00	(4.90000000e+01 6.40000000e+01 0.00000000e+00)	1.37301756e+02	(5.77350269e-01 9.00000000e+00 0.00000000e+00)
44.2            	U               	(-2.60798379e-01 -9.88821950e-01 0.00000000e+00)	(6.66666667e-01 1.53333333e+01 0.00000000e+00)	(1.02552640e+00 2.93280973e-01 3.21509210e-16)	(4.13553954e+01 9.60476175e+00 0.00000000e+00)
44.25           	p               	0.00000000e+00	(4.90000000e+01 6.40000000e+01 0.00000000e+00)	1.36796151e+02	(5.77350269e-01 9.00000000e+00 0.00000000e+00)
44.25           	U               	(-2.47140111e-01 -9.93069628e-01 0.00000000e+00)	(6.66666667e-01 1.53333333e+01 0.00000000e+00)	(1.08520705e+00 3.21960232e-01 3.17864964e-16)	(4.13553954e+01 9.60476175e+00 0.00000000e+00)
44.3            	p               	0.00000000e+00	(4.90000000e+01 6.40000000e+01 0.00000000e+00)	1.35251861e+02	(5.77350269e-01 9.00000000e+00 0.00000000e+00)
44.3            	U               	(-2.32864573e-01 -9.96298009e-01 0.00000000e+00)	(6.66666667e-01 1.53333333e+01 0.00000000e+00)	(1.14333689e+00 3.48608162e-01 3.12643142e-16)	(4.13553954e+01 9.60476175e+00 0.00000000e+00)
44.35           	p               	0.00000000e+00	(4.90000000e+01 6.40000000e+01 0.00000000e+00)	1.33817128e+02	(5.77350269e-01 9.00000000e+00 0.00000000e+00)
44.35           	U               	(-2.18073913e-01 -9.98418405e-01 0.00000000e+00)	(6.66666667e-01 1.53333333e+01 0.00000000e+00)	(1.20032336e+00 3.73738932e-01 3.08468208e-16)	(4.13553954e+01 9.60476175e+00 0.00000000e+00)
44.4            	p               	0.00000000e+00	(4.90000000e+01 6.40000000e+01 0.00000000e+00)	1.31899603e+02	(5.77350269e-01 9.00000000e+00 0.00000000e+00)
44.4            	U               	(-2.02997692e-01 -9.99229635e-01 0.00000000e+00)	(6.66666667e-01 1.53333333e+01 0.00000000e+00)	(1.25533205e+00 3.97142556e-01 3.02138394e-16)	(4.13553954e+01 9.60476175e+00 0.00000000e+00)
44.45           	p               	0.00000000e+00	(4.90000000e+01 6.40000000e+01 0.00000000e+00)	1.29451821e+02	(5.77350269e-01 7.00000000e+00 0.00000000e+00)
44.45           	U               	(-1.87382152e-01 -9.99019231e-01 0.00000000e+00)	(6.66666667e-01 1.53333333e+01 0.00000000e+00)	(1.30788689e+00 4.18326112e-01 2.95267423e-16)	(4.13553954e+01 9.60476175e+00 0.00000000e+00)
44.5            	p               	0.00000000e+00	(4.90000000e+01 6.40000000e+01 0.00000000e+00)	1.26818433e+02	(5.77350269e-01 7.00000000e+00 0.00000000e+00)
44.5            	U               	(-1.71484470e-01 -9.97576968e-01 0.00000000e+00)	(6.66666667e-01 1.53333333e+01 0.00000000e+00)	(1.35827345e+00 4.37784824e-01 2.87794780e-16)	(4.13553954e+01 9.60476175e+00 0.00000000e+00)
44.55           	p               	0.00000000e+00	(4.90000000e+01 6.40000000e+01 0.00000000e+00)	1.23623484e+02	(5.77350269e-01 7.00000000e+00 0.00000000e+00)
44.55           	U               	(-1.55269322e-01 -9.94994196e-01 0.00000000e+00)	(6.66666667e-01 1.53333333e+01 0.00000000e+00)	(1.40675984e+00 4.56783606e-01 2.79105046e-16)	(4.13553954e+01 9.60476175e+00 0.00000000e+00)
44.6            	p               	0.00000000e+00	(4.90000000e+01 6.40000000e+01 0.00000000e+00)	1.19938128e+02	(5.77350269e-01 7.00000000e+00 0.00000000e+00)
44.6            	U               	(-1.38772849e-01 -9.91300768e-01 0.00000000e+00)	(6.66666667e-01 1.53333333e+01 0.00000000e+00)	(1.45228380e+00 4.72991229e-01 2.70163370e-16)	(4.13553954e+01 9.60476175e+00 0.00000000e+00)
44.65           	p               	0.00000000e+00	(4.90000000e+01 6.40000000e+01 0.00000000e+00)	1.16032259e+02	(5.77350269e-01 7.00000000e+00 0.00000000e+00)
